part_number,manufacturer,price,quantity
374 375,HART,30.0,1.0
227 822,HART,15.0,1.0
227 822,HART,15.0,2.0
326 640,SACHS,521.0,2.0
341 552,M.LINE FILTRY,21.0,1.0
410 376,FEBI BILSTEIN,79.0,4.0
410 376,FEBI BILSTEIN,79.0,1.0
145 291,TYC,19.0,1.0
145 291,TYC,19.0,3.0
529 271,AS-PL,32.0,2.0
529 271,AS-PL,32.0,1.0
158 942,HART,21.0,1.0
158 942,HART,21.0,6.0
158 942,HART,21.0,2.0
158 942,HART,21.0,3.0
158 942,HART,21.0,5.0
158 942,HART,21.0,4.0
405 453,TEDGUM,17.0,1.0
405 453,TEDGUM,17.0,2.0
562 768,HART,70.0,1.0
019 758,GUDEPOL,170.0,4.0
019 758,GUDEPOL,170.0,1.0
071 748,CASTEX,63.0,3.0
071 748,CASTEX,63.0,2.0
068 688,HART,135.0,8.0
068 688,HART,135.0,2.0
068 688,HART,135.0,1.0
068 688,HART,135.0,5.0
564 713,OE,145.0,1.0
564 713,OE,145.0,2.0
564 713,OE,145.0,3.0
564 713,OE,145.0,5.0
438 066,FEBI BILSTEIN,40.0,1.0
186 595,SCANGRIP,141.0,1.0
237 378,TEXTAR,149.0,2.0
527 475,NEW AGE,8.0,1.0
527 475,NEW AGE,8.0,3.0
527 475,NEW AGE,8.0,6.0
354 160,FILTRON,42.0,1.0
452 354,SIDEM,59.0,1.0
026 082,CARS CENTER,650.0,2.0
026 082,CARS CENTER,650.0,1.0
241 389,TRW,12.0,2.0
241 389,TRW,12.0,1.0
332 212,GATES,21.0,1.0
536 298,AS-PL,75.0,1.0
408 415,TEDGUM,1.0,1.0
542 507,AS-PL,9.0,1.0
150 014,TYC,76.0,1.0
150 014,TYC,76.0,2.0
612 063,NISSENS,305.0,2.0
462 456,SIDEM,399.0,1.0
471 458,FEBI BILSTEIN,222.0,1.0
332 280,GATES,46.0,1.0
476 364,KYB,115.0,2.0
476 364,KYB,115.0,8.0
069 139,SCANGRIP,465.0,2.0
069 139,SCANGRIP,465.0,1.0
620 750,NISSENS,742.0,1.0
256 934,HART,26.0,7.0
256 934,HART,26.0,1.0
355 277,RMS,146.0,1.0
554 751,AS-PL,329.0,2.0
554 751,AS-PL,329.0,1.0
528 483,AS-PL,67.0,1.0
379 851,GATES,203.0,1.0
621 408,HART,303.0,3.0
621 408,HART,303.0,1.0
621 408,HART,303.0,2.0
359 224,MANN-FILTER,54.0,3.0
359 224,MANN-FILTER,54.0,1.0
359 224,MANN-FILTER,54.0,2.0
432 945,HART,102.0,1.0
534 342,HART,368.0,1.0
534 342,HART,368.0,2.0
534 342,HART,368.0,3.0
203 884,LPR,163.0,1.0
448 885,HART,22.0,1.0
448 885,HART,22.0,2.0
448 885,HART,22.0,4.0
448 885,HART,22.0,5.0
158 834,ROMIX PACZKI,8.0,1.0
158 834,ROMIX PACZKI,8.0,3.0
158 834,ROMIX PACZKI,8.0,2.0
158 834,ROMIX PACZKI,8.0,6.0
054 219,NARZEDZIA WARSZTAT,6.0,1.0
348 436,FEBI BILSTEIN,7.0,2.0
348 436,FEBI BILSTEIN,7.0,1.0
348 436,FEBI BILSTEIN,7.0,4.0
348 436,FEBI BILSTEIN,7.0,3.0
261 633,TEXTAR,133.0,1.0
170 390,ABAKUS,29.0,4.0
170 390,ABAKUS,29.0,1.0
476 064,LÖBRO,39.0,1.0
325 214,FILTRON,27.0,1.0
325 214,FILTRON,27.0,3.0
325 214,FILTRON,27.0,2.0
325 214,FILTRON,27.0,4.0
325 214,FILTRON,27.0,5.0
325 214,FILTRON,27.0,10.0
028 417,BOLL,8.0,4.0
028 417,BOLL,8.0,3.0
028 417,BOLL,8.0,2.0
028 417,BOLL,8.0,1.0
336 765,SACHS,183.0,1.0
526 031,HART,228.0,5.0
526 031,HART,228.0,1.0
526 031,HART,228.0,3.0
238 912,TRW,181.0,1.0
527 442,VALEO,160.0,1.0
486 851,WRC,252.0,1.0
077 812,AMTRA,18.0,6.0
077 812,AMTRA,18.0,1.0
077 812,AMTRA,18.0,8.0
077 812,AMTRA,18.0,2.0
602 075,NISSENS,239.0,1.0
628 040,GATES,33.0,2.0
628 040,GATES,33.0,1.0
512 330,AS-PL,448.0,1.0
620 099,NISSENS,164.0,1.0
466 729,VICMA,38.0,1.0
425 800,SIDEM,207.0,1.0
061 854,PREMIEREUROPE,110.0,1.0
061 854,PREMIEREUROPE,110.0,4.0
462 099,HART,224.0,2.0
524 750,HART,125.0,9.0
524 750,HART,125.0,1.0
524 750,HART,125.0,2.0
359 094,HART,100.0,1.0
359 094,HART,100.0,2.0
535 007,CALORSTAT by Vernet,13.0,1.0
377 376,SACHS,514.0,1.0
154 633,HART,21.0,2.0
154 633,HART,21.0,1.0
154 633,HART,21.0,3.0
154 633,HART,21.0,4.0
188 559,TYC,20.0,1.0
225 311,COFLE,33.0,1.0
400 334,METELLI S.P.A.,50.0,1.0
368 853,HART,9.0,3.0
368 853,HART,9.0,1.0
368 853,HART,9.0,2.0
368 853,HART,9.0,6.0
242 148,TEXTAR,164.0,2.0
085 476,CASTEX,809.0,2.0
311 549,BOSCH,7.0,1.0
311 549,BOSCH,7.0,4.0
311 549,BOSCH,7.0,2.0
475 972,HART,3.0,5.0
622 521,NISSENS,1087.0,1.0
460 220,FEBI BILSTEIN,375.0,1.0
628 091,GATES,162.0,1.0
305 669,SACHS,90.0,1.0
628 024,GATES,12.0,1.0
259 411,HERTH+BUSS JAKOPARTS,124.0,4.0
202 209,OJD AUTOMOTIVE APS,27.0,1.0
422 456,HART,26.0,9.0
422 456,HART,26.0,1.0
393 238,MANN-FILTER,58.0,1.0
393 238,MANN-FILTER,58.0,2.0
393 238,MANN-FILTER,58.0,5.0
357 715,BLUE PRINT,33.0,1.0
054 338,BOSCH,36.0,6.0
054 338,BOSCH,36.0,1.0
054 338,BOSCH,36.0,5.0
054 338,BOSCH,36.0,2.0
536 955,BREMI,86.0,3.0
536 955,BREMI,86.0,1.0
407 055,SI.CO.,100.0,1.0
339 580,SACHS,640.0,1.0
548 424,HART,228.0,1.0
621 243,NISSENS,376.0,1.0
003 023,HART,20.0,1.0
003 023,HART,20.0,5.0
003 023,HART,20.0,3.0
003 023,HART,20.0,2.0
612 905,NISSENS,270.0,1.0
540 019,CALORSTAT by Vernet,56.0,1.0
237 165,HART,14.0,4.0
237 165,HART,14.0,3.0
237 165,HART,14.0,2.0
237 165,HART,14.0,6.0
237 165,HART,14.0,1.0
455 872,LEMFÖRDER,307.0,1.0
510 204,VALEO,287.0,1.0
419 738,SACHS,88.0,1.0
439 534,FEBI BILSTEIN,27.0,1.0
037 768,MOTUL,1196.0,1.0
154 636,HART,17.0,1.0
154 636,HART,17.0,2.0
154 636,HART,17.0,6.0
154 636,HART,17.0,4.0
241 103,HART,166.0,3.0
241 103,HART,166.0,2.0
241 103,HART,166.0,1.0
085 485,SATA NARZEDZIA,169.0,8.0
085 485,SATA NARZEDZIA,169.0,5.0
056 335,PREMIEREUROPE,61.0,1.0
056 335,PREMIEREUROPE,61.0,2.0
056 335,PREMIEREUROPE,61.0,3.0
056 335,PREMIEREUROPE,61.0,6.0
056 335,PREMIEREUROPE,61.0,4.0
149 993,TYC,20.0,1.0
149 993,TYC,20.0,2.0
149 993,TYC,20.0,3.0
544 190,AS-PL,43.0,1.0
179 411,IZAWIT,120.0,1.0
485 837,LEMFÖRDER,17.0,2.0
485 837,LEMFÖRDER,17.0,4.0
